price,carat,depth,table,x,y,z
15032,2.19,60.8,60.0,8.34,8.38,5.08
3669,1.12,61.2,58.0,6.72,6.68,4.1
1917,0.71,60.3,58.0,5.78,5.72,3.47
9207,1.73,62.0,60.0,7.67,7.63,4.74
7715,1.5,62.8,57.0,7.34,7.25,4.58
9658,2.01,63.0,59.0,8.04,7.97,5.04
3874,1.01,61.1,58.0,6.5,6.46,3.96
2911,1.05,58.3,57.0,6.72,6.67,3.9
3925,1.18,62.9,58.0,6.77,6.7,4.24
18447,2.5,59.0,60.0,8.76,8.89,5.21
641,0.38,60.0,59.0,4.71,4.69,2.82
3830,1.0,62.6,56.0,6.4,6.34,3.99
7162,1.51,62.6,59.0,7.28,7.31,4.57
7526,1.5,60.8,58.0,7.34,7.24,4.43
14970,2.47,62.5,56.0,8.65,8.6,5.39
8743,1.64,61.3,58.0,7.62,7.58,4.66
14660,2.04,60.3,60.0,8.26,8.19,4.96
4120,1.11,61.5,58.0,6.61,6.65,4.08
9850,2.05,62.0,58.0,8.13,8.08,5.02
5184,1.21,62.7,55.0,6.84,6.79,4.27
13701,2.11,62.3,56.0,8.23,8.13,5.1
3229,0.96,62.7,58.0,6.24,6.2,3.9
1415,0.7,62.3,59.0,5.64,5.59,3.5
14199,2.0,58.6,61.0,8.28,8.16,4.82
4735,1.22,61.5,61.0,6.89,6.83,4.22
7250,1.7,59.4,59.0,7.83,7.75,4.63
4375,1.24,62.8,58.0,6.88,6.79,4.28
15184,2.22,62.9,59.0,8.24,8.2,5.17
3750,1.08,60.1,59.0,6.75,6.69,4.04
18325,2.49,61.2,56.0,8.76,8.7,5.34
14982,2.06,61.0,59.0,8.24,8.21,5.02
16970,3.0,60.7,59.0,9.3,9.14,5.6
1786,0.81,61.5,60.0,5.94,5.9,3.64
9760,1.71,60.6,57.0,7.78,7.71,4.69
11312,2.01,63.0,56.0,8.05,7.96,5.05
4558,1.19,61.6,56.0,6.87,6.83,4.22
13563,2.41,60.7,59.0,8.7,8.64,5.26
7539,1.53,62.1,59.0,7.35,7.37,4.57
539,0.41,61.6,59.0,4.76,4.79,2.94
3774,1.04,62.0,57.0,6.53,6.47,4.03
5921,1.32,58.4,60.0,7.24,7.15,4.2
4686,1.21,62.3,59.0,6.82,6.77,4.23
1097,0.57,62.1,60.0,5.32,5.27,3.29
3411,1.01,61.6,59.0,6.4,6.35,3.93
5519,1.46,62.4,59.0,7.21,7.16,4.49
880,0.46,60.3,62.0,4.95,4.9,2.97
14947,2.08,62.3,58.0,8.18,8.13,5.08
3861,1.04,62.1,59.0,6.46,6.52,4.03
3818,1.01,62.6,58.0,6.43,6.38,4.01
4773,1.23,62.1,59.0,6.83,6.79,4.23
3767,1.01,59.6,62.0,6.56,6.5,3.89
15235,2.12,60.6,59.0,8.3,8.27,5.02
14982,2.06,60.1,58.0,8.32,8.26,4.98
7476,1.5,61.2,59.0,7.39,7.36,4.51
3856,1.02,61.2,59.0,6.51,6.46,3.97
600,0.41,60.6,59.0,4.84,4.8,2.92
692,0.41,61.6,59.0,4.79,4.76,2.94
956,0.51,60.4,59.0,5.2,5.17,3.13
4007,1.06,58.4,58.0,6.7,6.65,3.9
5310,1.66,60.0,59.0,7.63,7.56,4.56
4555,1.18,61.7,58.0,6.75,6.79,4.18
5744,1.31,60.5,59.0,7.11,7.04,4.28
4838,1.2,61.5,58.0,6.82,6.77,4.18
13991,2.02,62.9,60.0,8.05,8.01,5.05
1866,0.59,61.2,58.0,5.38,5.41,3.3
7621,1.3,61.8,58.0,6.95,7.0,4.31
4516,0.9,62.6,59.0,6.15,6.12,3.84
1056,0.43,61.2,58.0,4.83,4.88,2.97
864,0.32,60.3,58.0,4.45,4.41,2.67
673,0.32,60.3,58.0,4.41,4.45,2.67
864,0.32,61.9,59.0,4.39,4.37,2.71
891,0.33,62.1,58.0,4.43,4.39,2.74
972,0.36,59.9,59.0,4.63,4.58,2.76
810,0.3,60.5,59.0,4.34,4.32,2.62
694,0.33,62.1,58.0,4.39,4.43,2.74
1965,0.59,61.2,58.0,5.41,5.38,3.3
891,0.33,62.0,58.0,4.46,4.44,2.76
7760,1.3,61.8,58.0,7.0,6.95,4.31
1208,0.46,59.4,60.0,5.04,5.02,2.99
2795,0.72,63.0,57.0,5.72,5.7,3.6
631,0.3,60.5,59.0,4.32,4.34,2.62
5540,1.21,61.2,59.0,6.86,6.84,4.19
4892,1.04,61.6,56.0,6.59,6.52,4.04
473,0.3,61.7,58.0,4.27,4.32,2.65
5664,1.29,61.1,58.0,7.03,6.98,4.28
709,0.35,61.1,60.0,4.58,4.52,2.78
15393,2.06,58.4,55.0,8.42,8.35,4.9
18795,2.0,60.8,59.0,8.13,8.02,4.91
4987,1.12,59.6,58.0,6.82,6.77,4.05
648,0.32,61.0,60.0,4.47,4.42,2.71
13085,1.77,62.2,58.0,7.76,7.68,4.8
628,0.31,63.0,58.0,4.32,4.29,2.71
521,0.33,61.6,60.0,4.42,4.45,2.73
9761,1.5,60.8,61.0,7.39,7.35,4.48
473,0.3,61.7,59.0,4.26,4.3,2.64
5747,1.19,59.9,61.0,6.91,6.85,4.12
12985,1.79,62.6,59.0,7.65,7.72,4.81
2104,0.71,61.9,58.0,5.76,5.71,3.55
13939,1.82,61.4,60.0,7.83,7.8,4.8
11400,1.67,61.1,58.0,7.69,7.6,4.67
2371,0.73,60.3,58.0,5.83,5.87,3.53
608,0.3,63.0,53.0,4.31,4.26,2.7
537,0.34,59.5,59.0,4.55,4.59,2.72
608,0.3,60.8,59.0,4.32,4.3,2.62
5632,1.23,61.6,58.0,6.9,6.84,4.23
10618,1.58,61.1,59.0,7.52,7.44,4.57
898,0.38,61.3,60.0,4.65,4.62,2.84
489,0.31,62.6,59.0,4.29,4.33,2.7
505,0.32,61.0,60.0,4.42,4.47,2.71
9513,1.51,63.0,59.0,7.3,7.28,4.59
6931,1.3,62.2,59.0,6.97,6.91,4.32
10729,1.53,62.4,59.0,7.3,7.34,4.57
17153,2.02,61.2,59.0,8.13,8.05,4.95
608,0.3,61.7,59.0,4.3,4.26,2.64
6390,1.33,61.7,58.0,7.09,7.14,4.39
7722,1.4,61.6,59.0,7.22,7.17,4.43
6532,1.27,62.2,59.0,6.92,6.87,4.29
9467,1.51,62.3,60.0,7.28,7.32,4.55
6763,1.22,62.6,57.4,6.76,6.8,4.24
2393,0.73,61.2,59.0,5.84,5.82,3.57
527,0.3,61.9,59.0,4.31,4.24,2.65
5316,1.13,62.2,58.0,6.68,6.63,4.14
2955,0.89,62.2,62.0,6.14,6.02,3.78
473,0.3,59.1,59.0,4.35,4.38,2.58
6737,1.31,58.5,60.0,7.18,7.15,4.19
3620,0.91,59.5,62.0,6.3,6.24,3.73
7090,1.33,61.5,58.0,7.06,7.02,4.33
5316,1.13,61.7,54.0,6.74,6.71,4.15
6877,1.29,63.0,57.0,6.99,6.89,4.37
489,0.31,62.3,59.0,4.29,4.35,2.69
473,0.3,60.5,60.0,4.3,4.33,2.61
13097,1.71,60.7,60.0,7.74,7.71,4.69
10362,1.62,61.7,59.0,7.55,7.47,4.63
505,0.32,61.9,58.0,4.36,4.4,2.71
5921,1.18,62.1,58.0,6.76,6.7,4.18
2306,0.71,61.8,58.0,5.72,5.76,3.55
13250,1.73,61.8,58.0,7.75,7.68,4.76
709,0.35,60.7,62.0,4.59,4.53,2.77
628,0.31,60.8,59.0,4.41,4.37,2.67
521,0.33,62.7,58.0,4.4,4.43,2.77
8900,1.63,60.9,58.0,7.63,7.58,4.63
17068,2.01,62.9,62.0,8.02,7.98,5.03
5759,1.31,62.8,57.0,6.98,6.9,4.36
568,0.36,62.0,59.0,4.53,4.6,2.83
10282,1.53,61.2,59.0,7.41,7.39,4.53
489,0.31,59.2,60.0,4.4,4.45,2.62
10428,1.58,61.1,59.0,7.44,7.52,4.57
6504,1.22,59.4,60.0,7.02,6.96,4.15
3720,0.9,61.0,55.0,6.29,6.27,3.83
3669,0.91,61.9,57.0,6.24,6.19,3.85
584,0.37,61.4,59.0,4.55,4.61,2.81
8840,1.7,61.5,58.0,7.74,7.64,4.73
489,0.31,60.8,59.0,4.37,4.41,2.67
10416,1.55,58.2,60.0,7.69,7.59,4.45
10164,1.54,61.6,58.0,7.39,7.42,4.56
1383,0.53,62.3,58.0,5.26,5.18,3.25
3484,0.9,62.9,60.0,6.09,6.05,3.82
567,0.3,61.6,61.0,4.28,4.23,2.62
3484,0.9,61.2,61.0,6.2,6.15,3.78
608,0.3,62.0,58.0,4.3,4.25,2.65
11534,1.63,61.1,57.0,7.7,7.58,4.67
608,0.3,60.4,58.0,4.4,4.34,2.64
1035,0.45,62.3,58.0,4.86,4.84,3.02
5550,1.06,61.2,57.1,6.56,6.59,4.03
6664,1.25,60.4,59.0,7.01,6.94,4.21
608,0.3,60.5,60.0,4.33,4.3,2.61
505,0.32,62.0,58.0,4.37,4.4,2.72
7592,1.36,62.0,59.0,7.1,7.06,4.39
537,0.34,61.0,60.0,4.48,4.51,2.74
3725,0.92,61.4,58.0,6.23,6.27,3.84
608,0.3,58.8,61.0,4.43,4.38,2.59
10098,1.53,61.2,59.0,7.39,7.41,4.53
521,0.33,61.1,59.0,4.44,4.47,2.72
473,0.3,61.6,60.0,4.27,4.3,2.64
6021,1.2,62.8,56.0,6.8,6.74,4.25
628,0.31,62.6,59.0,4.33,4.29,2.7
18766,2.55,61.8,62.0,8.7,8.65,5.36
17642,2.39,61.2,60.0,8.63,8.6,5.27
3763,1.0,60.1,62.0,6.5,6.47,3.9
2853,0.82,61.9,58.0,5.99,5.97,3.7
5477,1.18,62.6,59.0,6.73,6.71,4.21
5739,1.21,61.9,58.0,6.76,6.81,4.2
13711,1.83,61.9,57.0,7.91,7.85,4.88
552,0.35,61.1,60.0,4.52,4.58,2.78
17640,2.05,60.6,60.0,8.21,8.18,4.97
12674,1.73,62.2,59.0,7.65,7.62,4.75
749,0.37,61.4,59.0,4.61,4.55,2.81
628,0.31,62.3,59.0,4.35,4.29,2.69
6545,1.25,60.4,59.0,6.94,7.01,4.21
6121,1.22,61.1,58.0,6.91,6.84,4.2
4199,1.03,60.1,59.0,6.53,6.46,3.9
18206,2.01,62.9,59.0,8.03,7.94,5.02
668,0.33,62.7,58.0,4.43,4.4,2.77
2394,0.7,62.4,59.0,5.64,5.55,3.49
2234,0.7,61.7,61.0,5.69,5.63,3.49
1286,0.53,62.3,58.0,5.18,5.26,3.25
10924,1.53,62.4,59.0,7.34,7.3,4.57
1667,0.63,62.0,58.0,5.52,5.45,3.4
9961,1.61,62.2,58.0,7.46,7.55,4.67
9640,1.51,60.0,58.0,7.51,7.45,4.49
11021,1.6,58.6,58.0,7.72,7.66,4.51
6250,1.2,59.9,59.0,6.96,6.87,4.14
3553,1.03,61.6,58.0,6.5,6.42,3.98
5457,1.16,60.4,59.0,6.89,6.82,4.14
729,0.36,60.3,60.0,4.64,4.58,2.78
2753,0.76,59.3,62.0,5.93,5.85,3.49
9828,1.5,61.6,59.0,7.32,7.26,4.49
13104,1.79,62.6,59.0,7.72,7.65,4.81
4719,1.32,62.4,58.0,7.01,6.96,4.36
14238,2.02,60.5,62.0,8.18,8.15,4.94
608,0.3,62.9,59.0,4.3,4.22,2.68
608,0.3,59.1,59.0,4.38,4.35,2.58
668,0.33,59.5,60.0,4.54,4.5,2.69
898,0.38,59.9,60.0,4.72,4.66,2.81
17436,2.0,61.1,58.0,8.11,8.08,4.95
668,0.33,61.1,59.0,4.47,4.44,2.72
3580,0.9,62.2,58.0,6.18,6.13,3.83
13037,1.74,62.5,57.0,7.71,7.67,4.81
2524,0.77,62.6,55.0,5.9,5.85,3.68
2234,0.7,62.9,61.0,5.64,5.62,3.54
628,0.31,59.2,60.0,4.45,4.4,2.62
9877,1.53,62.0,57.0,7.39,7.35,4.57
6806,1.3,62.2,59.0,6.91,6.97,4.32
1141,0.52,59.6,60.0,5.17,5.14,3.07
6354,1.22,60.6,61.0,6.94,6.88,4.19
12737,1.7,59.8,59.0,7.79,7.7,4.63
16171,1.98,62.5,58.0,7.95,7.99,4.98
729,0.36,62.0,59.0,4.6,4.53,2.83
561,0.32,60.7,59.0,4.4,4.43,2.68
9328,1.51,62.1,58.0,7.29,7.32,4.54
1061,0.41,59.9,58.0,4.87,4.81,2.9
743,0.33,62.2,59.0,4.47,4.41,2.76
579,0.33,61.5,58.0,4.43,4.45,2.73
2428,0.71,61.9,60.0,5.69,5.75,3.54
675,0.3,61.8,58.0,4.33,4.28,2.66
579,0.33,61.4,58.0,4.45,4.48,2.74
579,0.33,61.0,58.0,4.42,4.46,2.71
743,0.33,61.5,58.0,4.45,4.43,2.73
561,0.32,62.1,59.0,4.35,4.38,2.71
2519,0.73,61.5,58.0,5.78,5.73,3.54
2795,0.81,61.9,60.0,5.91,5.86,3.64
698,0.31,62.1,58.0,4.33,4.3,2.68
827,0.41,62.1,58.0,4.76,4.78,2.96
596,0.34,61.5,60.0,4.45,4.49,2.75
2351,0.73,61.5,58.0,5.78,5.73,3.54
526,0.3,61.8,58.0,4.28,4.33,2.66
12509,1.72,62.7,58.0,7.6,7.54,4.75
526,0.3,61.7,58.0,4.28,4.37,2.67
720,0.32,60.7,59.0,4.43,4.4,2.68
544,0.31,62.1,58.0,4.3,4.33,2.68
11146,1.57,60.7,58.0,7.54,7.51,4.57
720,0.32,61.9,59.0,4.38,4.35,2.7
2496,0.73,60.6,58.0,5.78,5.84,3.52
544,0.31,61.7,58.0,4.38,4.4,2.71
2074,0.72,62.0,56.0,5.75,5.73,3.56
743,0.33,61.4,58.0,4.48,4.45,2.74
6383,1.24,62.7,58.0,6.85,6.89,4.31
579,0.33,62.2,59.0,4.41,4.47,2.76
1061,0.41,62.1,58.0,4.78,4.76,2.96
2386,0.71,61.4,56.0,5.79,5.75,3.54
2234,0.73,59.3,59.0,5.91,5.87,3.49
1063,0.44,61.5,57.0,4.92,4.87,3.01
743,0.33,62.1,56.0,4.45,4.41,2.75
743,0.33,61.0,58.0,4.46,4.42,2.71
2519,0.73,60.6,58.0,5.84,5.78,3.52
698,0.31,62.2,57.0,4.37,4.34,2.71
698,0.31,61.7,58.0,4.4,4.38,2.71
544,0.31,62.1,58.0,4.33,4.37,2.7
1944,0.54,60.9,59.0,5.28,5.26,3.21
2415,0.7,62.4,61.0,5.75,5.6,3.54
13127,1.7,61.7,57.4,7.62,7.67,4.71
2496,0.73,61.5,58.0,5.73,5.78,3.54
10744,1.5,59.7,60.0,7.62,7.46,4.5
1061,0.41,62.9,58.0,4.74,4.71,2.97
1211,0.51,59.4,60.0,5.26,5.21,3.11
526,0.3,61.0,60.0,4.3,4.36,2.64
10483,1.5,60.2,58.0,7.5,7.34,4.47
675,0.3,61.0,60.0,4.36,4.3,2.64
11021,1.52,61.6,58.0,7.41,7.37,4.55
3931,0.9,58.3,60.0,6.32,6.28,3.67
2352,0.7,60.1,59.0,5.8,5.72,3.46
579,0.33,61.0,59.0,4.41,4.44,2.7
765,0.34,61.5,60.0,4.49,4.45,2.75
720,0.32,62.1,59.0,4.38,4.35,2.71
675,0.3,61.9,61.0,4.32,4.28,2.66
827,0.41,62.4,60.0,4.7,4.73,2.94
9498,1.51,62.1,58.0,7.32,7.29,4.54
1758,0.58,62.6,59.0,5.31,5.27,3.31
2513,0.7,61.2,59.0,5.65,5.69,3.47
552,0.3,61.1,59.0,4.31,4.33,2.64
10824,1.51,61.0,61.0,7.47,7.34,4.52
681,0.37,61.6,59.0,4.62,4.66,2.86
1636,0.58,62.6,59.0,5.27,5.31,3.31
3932,0.92,62.4,59.0,6.17,6.14,3.84
1619,0.52,63.0,58.0,5.12,5.1,3.22
803,0.34,62.4,59.0,4.44,4.4,2.76
2790,0.76,58.8,59.0,6.0,5.94,3.51
803,0.34,60.5,59.0,4.54,4.48,2.73
821,0.39,61.5,59.0,4.67,4.7,2.88
608,0.33,61.9,60.0,4.41,4.44,2.74
552,0.3,62.6,60.0,4.25,4.28,2.67
10956,1.5,62.4,60.0,7.29,7.32,4.56
863,0.41,61.5,59.0,4.75,4.81,2.94
1743,0.56,60.6,59.0,5.33,5.29,3.22
803,0.34,62.6,58.0,4.47,4.45,2.79
2572,0.71,62.0,58.0,5.7,5.65,3.52
2536,0.7,61.2,59.0,5.69,5.65,3.47
2572,0.71,63.0,58.0,5.67,5.6,3.55
681,0.37,62.4,58.0,4.55,4.58,2.85
990,0.44,61.5,58.0,4.95,4.87,3.02
1728,0.57,62.1,58.0,5.32,5.25,3.28
780,0.33,61.9,60.0,4.44,4.41,2.74
1107,0.41,59.8,61.0,4.84,4.79,2.88
1607,0.53,63.0,56.0,5.19,5.13,3.25
4989,1.01,62.0,59.0,6.39,6.32,3.94
1698,0.56,62.4,56.0,5.28,5.24,3.28
1013,0.45,63.0,56.0,4.9,4.88,3.08
626,0.34,62.4,59.0,4.4,4.44,2.76
709,0.3,60.5,60.0,4.34,4.32,2.62
780,0.33,62.5,61.0,4.42,4.38,2.75
709,0.3,62.2,58.0,4.31,4.28,2.67
756,0.32,63.0,58.0,4.38,4.32,2.74
990,0.44,60.8,57.0,4.93,4.88,2.98
842,0.4,60.8,58.0,4.76,4.78,2.9
2536,0.7,59.1,60.0,5.8,5.77,3.42
709,0.3,61.2,60.0,4.29,4.27,2.62
709,0.3,61.1,59.0,4.33,4.31,2.64
1593,0.55,61.3,59.0,5.27,5.3,3.24
874,0.37,62.4,58.0,4.58,4.55,2.85
2549,0.71,62.0,58.0,5.65,5.7,3.52
11155,1.5,62.4,60.0,7.32,7.29,4.56
1080,0.4,61.5,58.0,4.76,4.7,2.91
732,0.31,61.0,58.0,4.39,4.33,2.66
926,0.44,61.5,58.0,4.87,4.95,3.02
2572,0.71,63.0,58.0,5.68,5.66,3.57
1733,0.52,60.1,58.0,5.26,5.23,3.15
1080,0.4,62.7,59.0,4.71,4.67,2.94
803,0.34,61.9,58.0,4.52,4.43,2.77
1415,0.5,58.2,62.0,5.25,5.19,3.04
1107,0.41,62.0,56.0,4.77,4.75,2.95
1637,0.54,60.8,61.0,5.28,5.22,3.19
756,0.32,60.1,61.0,4.45,4.4,2.66
1107,0.41,61.9,57.0,4.82,4.78,2.97
552,0.3,62.2,58.0,4.28,4.31,2.67
780,0.33,61.7,61.0,4.45,4.43,2.74
571,0.31,61.0,58.0,4.33,4.39,2.66
2536,0.7,62.9,58.0,5.67,5.65,3.56
842,0.4,62.7,59.0,4.67,4.71,2.94
709,0.3,62.8,59.0,4.29,4.24,2.68
732,0.31,62.2,60.0,4.32,4.3,2.68
1080,0.4,59.5,59.0,4.79,4.76,2.84
1556,0.5,62.8,61.0,5.05,4.98,3.15
2513,0.7,59.1,60.0,5.77,5.8,3.42
2017,1.01,59.2,57.0,6.58,6.44,3.85
2064,0.98,59.6,60.0,6.43,6.3,3.79
3541,1.52,61.2,58.0,7.43,7.35,4.52
2339,1.05,61.8,56.0,6.53,6.48,4.02
3732,1.27,60.2,62.0,7.05,7.0,4.23
8491,2.34,61.5,60.0,8.47,8.43,5.2
6320,1.69,62.4,60.0,7.56,7.59,4.73
4387,1.44,62.7,55.0,7.21,7.18,4.51
7403,2.04,61.1,61.0,8.25,8.12,5.0
2925,1.2,60.5,58.0,6.9,6.79,4.14
15223,4.01,61.0,61.0,10.14,10.1,6.17
3183,1.11,61.8,59.0,6.65,6.58,4.09
1828,0.86,62.6,56.0,6.11,6.03,3.8
1107,0.7,62.3,58.0,5.69,5.55,3.51
2064,0.98,62.5,60.0,6.31,6.25,3.93
8408,2.04,59.3,61.0,8.3,8.25,4.91
8040,3.01,62.7,58.0,9.1,8.97,5.67
3985,1.39,62.6,57.0,7.15,7.1,4.46
4459,1.58,60.2,61.0,7.55,7.51,4.53
6436,1.69,62.4,60.0,7.59,7.56,4.73
1796,0.85,59.6,58.0,6.24,6.14,3.69
2260,1.07,59.8,59.0,6.68,6.62,3.98
2352,0.71,62.2,59.0,5.68,5.64,3.52
6957,1.23,62.4,61.0,6.85,6.8,4.26
608,0.3,61.1,59.0,4.37,4.3,2.65
505,0.32,60.7,58.0,4.43,4.46,2.7
4313,0.91,61.8,60.0,6.18,6.22,3.83
7943,1.33,62.6,58.0,7.07,7.01,4.41
2169,0.71,61.3,58.0,5.76,5.82,3.55
11048,1.55,60.4,60.0,7.39,7.44,4.48
11268,1.51,62.8,60.0,7.28,7.25,4.56
810,0.44,61.3,58.0,4.88,4.91,3.0
5722,1.03,61.8,58.0,6.48,6.43,3.99
4018,0.91,62.5,59.0,6.19,6.09,3.84
5005,1.09,61.2,58.0,6.63,6.58,4.03
8847,1.4,62.9,55.0,7.15,7.06,4.47
2316,0.72,61.7,56.0,5.77,5.73,3.55
5878,1.28,59.4,60.0,7.07,7.03,4.19
689,0.34,61.7,60.0,4.51,4.47,2.77
11508,1.6,62.6,58.0,7.5,7.45,4.68
5902,1.25,61.9,58.0,6.9,6.84,4.25
6708,1.21,58.8,59.0,7.01,6.98,4.11
4514,1.0,60.2,62.0,6.46,6.43,3.88
2553,0.74,60.2,58.0,5.92,5.88,3.55
3082,0.86,61.3,59.0,6.17,6.1,3.76
668,0.33,62.8,59.0,4.44,4.38,2.77
668,0.33,62.0,59.0,4.44,4.4,2.74
608,0.3,62.9,59.0,4.3,4.26,2.69
6755,1.27,62.6,59.0,6.83,6.93,4.31
11435,1.51,62.3,59.0,7.28,7.32,4.55
7277,1.31,62.5,58.0,6.97,6.94,4.35
4769,1.01,62.3,62.0,6.39,6.35,3.97
4745,1.01,62.6,60.0,6.39,6.36,3.99
11177,1.54,61.0,60.0,7.46,7.42,4.54
14749,1.82,61.6,60.0,7.78,7.74,4.78
3853,0.91,59.6,60.0,6.29,6.25,3.74
5260,1.01,60.6,60.0,6.51,6.49,3.94
5468,1.05,62.7,59.0,6.49,6.43,4.05
4451,0.92,62.4,60.0,6.24,6.16,3.87
10758,1.54,61.9,61.0,7.41,7.33,4.56
4082,0.9,61.3,59.0,6.24,6.19,3.81
4909,1.01,62.3,60.0,6.32,6.27,3.92
5426,1.02,61.7,58.0,6.45,6.41,3.97
16390,2.14,61.7,58.0,8.28,8.22,5.09
11575,1.57,61.0,59.0,7.54,7.5,4.59
5395,1.11,62.0,59.0,6.66,6.59,4.11
5166,1.01,61.6,59.0,6.39,6.41,3.94
7849,1.27,61.1,58.0,6.96,6.88,4.23
5520,1.06,60.7,59.0,6.61,6.57,4.0
668,0.33,62.4,58.0,4.42,4.39,2.75
4128,0.91,62.8,58.0,6.17,6.15,3.87
1590,0.59,60.2,60.0,5.45,5.42,3.27
505,0.32,60.6,58.0,4.44,4.47,2.7
4536,1.0,61.9,61.0,6.37,6.23,3.9
5323,1.05,61.1,58.0,6.57,6.53,4.0
4191,0.9,61.7,59.0,6.19,6.13,3.8
2939,0.82,62.6,59.0,5.99,5.93,3.73
11708,1.55,61.3,61.0,7.46,7.39,4.55
3629,0.9,60.0,59.0,6.23,6.16,3.72
5171,1.02,61.9,57.0,6.5,6.4,3.99
17258,2.08,62.0,58.0,8.19,8.1,5.05
749,0.37,61.4,58.0,4.64,4.61,2.84
3921,0.91,59.6,60.0,6.25,6.29,3.74
5652,1.1,61.4,58.0,6.68,6.62,4.08
898,0.38,60.9,60.0,4.67,4.62,2.83
10977,1.54,61.0,60.0,7.42,7.46,4.54
6416,1.2,62.4,59.0,6.73,6.69,4.19
5120,1.01,62.1,57.0,6.45,6.39,3.99
5777,1.04,60.4,59.0,6.66,6.51,3.98
2496,0.75,59.1,58.0,5.93,6.02,3.53
5069,1.0,59.6,59.0,6.54,6.47,3.88
6048,1.2,62.4,57.0,6.73,6.67,4.18
4930,1.0,60.7,60.0,6.55,6.49,3.96
7459,1.31,62.5,58.0,6.97,6.94,4.35
10548,1.51,63.0,58.0,7.34,7.27,4.6
5404,1.0,62.4,59.0,6.75,6.72,4.2
6987,1.29,62.4,57.0,6.98,6.92,4.34
11540,1.51,60.2,60.0,7.35,7.33,4.42
10291,1.5,62.2,58.0,7.27,7.36,4.55
10331,1.56,62.4,58.0,7.44,7.39,4.63
8877,1.36,61.9,58.0,7.15,7.09,4.41
13376,1.71,62.5,58.0,7.64,7.52,4.74
521,0.33,62.3,58.0,4.38,4.41,2.74
489,0.31,62.4,59.0,4.31,4.34,2.7
4791,1.0,63.0,59.0,6.43,6.34,4.02
5100,1.02,61.8,58.0,6.49,6.43,3.99
473,0.3,62.5,59.0,4.23,4.28,2.66
608,0.3,62.5,59.0,4.28,4.23,2.66
4050,0.93,61.0,60.0,6.29,6.26,3.82
505,0.32,60.7,60.0,4.39,4.41,2.67
11663,1.54,61.9,59.0,7.31,7.33,4.53
9081,1.54,60.3,60.0,7.47,7.45,4.5
5454,1.02,62.4,58.0,6.43,6.39,4.0
4082,0.9,61.8,58.0,6.17,6.12,3.8
17535,1.97,62.9,59.0,8.01,7.9,5.0
5930,1.22,62.7,58.0,6.77,6.73,4.23
2074,0.7,62.2,58.0,5.69,5.72,3.55
6095,1.14,60.2,58.0,6.81,6.74,4.08
7630,1.34,62.3,60.0,7.05,7.02,4.38
689,0.34,62.4,60.0,4.44,4.41,2.76
4201,0.91,61.9,59.0,6.18,6.23,3.84
689,0.34,61.9,60.0,4.46,4.42,2.75
628,0.31,62.7,59.0,4.32,4.29,2.7
624,0.33,58.8,62.0,4.53,4.49,2.65
3989,0.9,62.1,58.0,6.16,6.2,3.84
15395,2.01,62.6,58.0,8.03,7.94,5.0
6337,1.37,60.9,59.0,7.22,7.17,4.38
16235,2.05,60.7,61.0,8.25,8.13,4.97
5729,1.1,62.5,58.0,6.59,6.54,4.1
5993,1.09,62.3,57.0,6.63,6.53,4.1
5424,1.07,62.1,59.0,6.56,6.52,4.06
648,0.32,61.0,60.0,4.41,4.35,2.67
505,0.32,62.5,59.0,4.33,4.38,2.72
5395,1.11,60.9,57.0,6.77,6.69,4.1
898,0.38,61.8,58.0,4.66,4.63,2.87
648,0.32,59.5,58.0,4.5,4.47,2.67
10224,1.53,59.3,59.0,7.53,7.59,4.48
8686,1.41,62.0,58.0,7.19,7.12,4.44
6944,1.19,61.1,58.0,6.83,6.78,4.16
15528,2.01,61.1,61.0,8.14,8.09,4.96
7534,1.51,61.2,59.0,7.4,7.38,4.52
1432,0.56,62.2,60.0,5.28,5.23,3.27
6850,1.24,61.2,59.0,6.89,6.93,4.23
521,0.33,62.4,58.0,4.39,4.42,2.75
6962,1.24,61.7,59.0,6.91,6.84,4.24
7496,1.27,60.7,58.0,7.04,6.97,4.25
608,0.3,62.5,58.0,4.28,4.26,2.67
4264,0.94,62.5,58.0,6.26,6.18,3.89
628,0.31,62.2,58.0,4.34,4.31,2.69
2394,0.7,60.7,59.0,5.66,5.68,3.44
7503,1.27,60.0,61.0,7.03,6.99,4.26
2251,0.7,61.0,59.0,5.72,5.65,3.47
5944,1.22,61.4,62.0,6.92,6.76,4.22
2484,0.75,60.8,57.0,5.9,5.87,3.58
1016,0.43,61.9,55.0,4.95,4.8,3.02
5450,1.11,61.7,58.0,6.64,6.69,4.11
1389,0.54,61.9,55.0,5.25,5.22,3.24
1356,0.53,59.1,59.0,5.33,5.26,3.13
3963,0.91,62.3,57.0,6.22,6.13,3.85
5260,1.01,61.3,59.0,6.45,6.41,3.94
2531,0.71,62.8,56.0,5.75,5.68,3.59
5139,1.0,59.7,59.0,6.57,6.52,3.91
1719,0.61,62.8,59.0,5.44,5.3,3.37
2532,0.74,62.1,56.0,5.83,5.79,3.61
5986,1.14,60.2,58.0,6.74,6.81,4.08
5571,1.13,62.8,59.0,6.63,6.58,4.15
15908,2.01,61.1,61.0,8.14,8.09,4.96
5573,1.07,62.4,57.0,6.58,6.52,4.09
898,0.38,60.6,58.0,4.7,4.68,2.84
5805,1.1,61.2,58.0,6.75,6.64,4.1
