,price,carat,cut,color,clarity,depth,table,x,y,z,city
16070,4158.0,1.12,Ideal,G,SI2,62.8,54.0,6.7,6.64,4.19,Surat
16071,965.0,0.33,Premium,G,VVS2,61.2,57.0,4.44,4.42,2.71,Surat
16072,2567.0,0.7,Very Good,H,VS2,61.8,58.0,5.64,5.68,3.5,Tel Aviv
16073,1715.0,0.5,Very Good,G,VVS2,60.5,62.0,5.07,5.14,3.09,Kimberly
16074,16304.0,2.01,Very Good,I,VS2,59.6,60.0,8.13,8.19,4.86,Paris
16075,955.0,0.33,Ideal,F,VVS1,61.9,55.0,4.42,4.44,2.74,Amsterdam
16076,5701.0,1.01,Premium,G,VS2,61.1,60.0,6.46,6.37,3.92,Dubai
16077,2110.0,0.7,Ideal,I,SI1,62.5,55.0,5.68,5.71,3.56,London
16078,1268.0,0.51,Good,D,SI2,63.8,56.0,5.09,5.07,3.24,Luxembourg
16079,1107.0,0.41,Ideal,F,VS2,62.8,57.0,4.76,4.73,2.98,Dubai
16080,565.0,0.3,Very Good,G,VS1,62.0,60.0,4.27,4.31,2.66,Luxembourg
16081,1150.0,0.52,Ideal,G,SI2,61.3,56.0,5.19,5.22,3.19,Madrid
16082,5147.0,1.06,Ideal,E,SI2,60.9,57.0,6.58,6.62,4.02,Madrid
16083,9391.0,1.54,Ideal,H,SI1,61.1,56.0,7.47,7.42,4.56,Luxembourg
16084,4044.0,1.2,Fair,G,SI2,65.5,59.0,6.73,6.53,4.34,Amsterdam
16085,1351.0,0.53,Ideal,I,VVS2,60.9,56.0,5.26,5.3,3.21,Zurich
16086,2442.0,0.85,Ideal,J,VS2,61.7,55.0,6.08,6.11,3.76,Kimberly
16087,3902.0,0.9,Very Good,E,SI2,62.6,58.0,6.1,6.16,3.84,Paris
16088,10341.0,1.29,Premium,F,VS1,60.9,58.0,6.97,7.01,4.26,New York City
16089,7366.0,1.01,Premium,G,VVS2,63.0,59.0,6.38,6.25,3.98,Kimberly
16090,983.0,0.38,Ideal,I,VVS2,62.6,54.0,4.65,4.62,2.9,Antwerp
16091,7666.0,1.21,Ideal,G,VS2,62.0,56.0,6.77,6.87,4.23,Dubai
16092,820.0,0.4,Ideal,J,SI1,61.2,56.0,4.77,4.81,2.93,Antwerp
16093,1302.0,0.46,Premium,E,VS2,62.2,58.0,4.99,4.95,3.09,Tel Aviv
16094,8115.0,1.47,Premium,F,SI2,59.4,59.0,7.47,7.42,4.42,Antwerp
16095,554.0,0.26,Very Good,D,VVS2,62.4,54.0,4.08,4.13,2.56,Zurich
16096,3744.0,0.78,Very Good,F,VS1,61.7,55.0,5.89,5.94,3.65,Luxembourg
16097,6153.0,1.03,Very Good,F,VS2,62.3,59.0,6.39,6.45,4.0,London
16098,1050.0,0.4,Premium,G,VVS2,61.1,58.0,4.76,4.74,2.9,Surat
16099,3625.0,0.61,Ideal,D,VVS1,62.3,54.0,5.4,5.45,3.38,London
16100,2807.0,0.93,Premium,J,SI2,61.9,57.0,6.21,6.19,3.84,Kimberly
16101,4302.0,1.01,Good,F,SI2,61.5,62.0,6.41,6.46,3.96,Paris
16102,10268.0,1.72,Ideal,G,SI2,62.8,59.0,7.62,7.55,4.76,Antwerp
16103,1016.0,0.51,Ideal,H,SI2,62.1,55.0,5.12,5.14,3.18,Amsterdam
16104,10701.0,1.82,Very Good,I,SI2,62.3,60.0,7.71,7.76,4.82,Paris
16105,13439.0,1.37,Ideal,G,IF,62.3,54.0,7.11,7.15,4.43,Surat
16106,3554.0,0.72,Ideal,D,VS1,61.6,56.0,5.8,5.73,3.55,Antwerp
16107,1929.0,0.56,Ideal,H,VVS1,60.0,56.0,5.37,5.4,3.23,Kimberly
16108,18037.0,2.51,Ideal,I,SI2,58.4,62.0,8.87,8.79,5.15,New York City
16109,1067.0,0.51,Very Good,E,SI2,63.0,56.0,5.12,5.14,3.23,Las Vegas
16110,990.0,0.44,Premium,G,SI1,61.9,59.0,4.87,4.82,3.0,Kimberly
16111,4224.0,0.91,Very Good,H,VS1,63.4,56.0,6.18,6.12,3.9,Surat
16112,620.0,0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,Kimberly
16113,581.0,0.39,Very Good,G,SI2,62.7,54.0,4.64,4.71,2.93,Surat
16114,2614.0,0.77,Premium,E,SI2,61.7,61.0,5.93,5.9,3.65,Antwerp
16115,3308.0,0.81,Very Good,F,SI1,62.2,56.0,5.97,5.99,3.72,Paris
16116,1727.0,0.53,Very Good,G,VS1,63.2,55.0,5.15,5.13,3.25,Tel Aviv
16117,4590.0,0.91,Very Good,G,VS1,60.9,54.0,6.27,6.38,3.85,Amsterdam
16118,3504.0,1.52,Fair,H,I1,64.9,58.0,7.18,7.13,4.65,Surat
16119,8662.0,1.01,Ideal,G,VVS2,61.6,54.0,6.51,6.55,4.02,Dubai
16120,1279.0,0.56,Ideal,F,SI2,61.4,57.0,5.3,5.33,3.26,Tel Aviv
16121,642.0,0.31,Ideal,E,VS2,60.7,57.0,4.39,4.41,2.67,New York City
16122,521.0,0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72,Paris
16123,1162.0,0.37,Ideal,E,VVS2,61.6,55.0,4.62,4.63,2.85,New York City
16124,13782.0,2.22,Very Good,J,SI1,58.7,60.0,8.51,8.57,5.01,Dubai
16125,905.0,0.36,Premium,F,VS2,59.4,56.0,4.71,4.69,2.79,Luxembourg
16126,808.0,0.32,Ideal,E,VVS2,61.0,55.0,4.43,4.45,2.71,Tel Aviv
16127,2722.0,0.57,Ideal,F,VVS2,60.6,56.0,5.35,5.38,3.25,Luxembourg
16128,4404.0,1.51,Premium,H,I1,60.9,56.0,7.38,7.26,4.46,Dubai
16129,1376.0,0.52,Premium,D,SI1,60.7,58.0,5.23,5.18,3.16,London
16130,935.0,0.41,Ideal,E,VS2,61.8,54.0,4.76,4.79,2.95,Dubai
16131,8687.0,1.2,Ideal,G,VS1,62.6,54.3,6.76,6.8,4.25,Paris
16132,5247.0,1.08,Ideal,D,SI2,60.2,57.0,6.63,6.67,4.0,Tel Aviv
16133,3265.0,1.0,Very Good,I,VS2,63.2,58.0,6.43,6.32,4.03,Kimberly
16134,5042.0,1.11,Very Good,D,SI2,59.9,57.0,6.72,6.74,4.03,Surat
16135,3746.0,1.13,Premium,G,I1,61.2,58.0,6.77,6.66,4.11,Madrid
16136,10821.0,1.51,Ideal,I,VVS2,61.6,58.0,7.35,7.4,4.54,Tel Aviv
16137,8063.0,1.12,Ideal,F,VS2,61.2,56.0,6.67,6.73,4.11,Las Vegas
16138,961.0,0.41,Premium,G,VS1,61.7,57.0,4.78,4.75,2.94,Dubai
16139,1781.0,0.51,Premium,G,VS1,62.3,59.0,5.12,5.06,3.17,Antwerp
16140,1402.0,0.55,Ideal,H,VS2,62.5,54.0,5.24,5.29,3.29,Surat
16141,560.0,0.25,Very Good,F,IF,61.5,56.0,4.04,4.06,2.48,Madrid
16142,2993.0,1.01,Fair,G,SI1,65.1,57.0,6.27,6.22,4.07,Surat
16143,421.0,0.3,Very Good,H,SI1,61.3,61.0,4.25,4.27,2.61,Kimberly
16144,14648.0,2.38,Premium,G,SI2,62.4,58.0,8.59,8.47,5.32,Tel Aviv
16145,3403.0,0.85,Ideal,G,SI1,62.2,56.0,6.06,6.09,3.78,Madrid
16146,645.0,0.32,Very Good,F,VS2,62.8,57.0,4.33,4.36,2.73,Dubai
16147,12539.0,1.23,Ideal,E,VVS2,61.7,57.0,6.85,6.91,4.25,Antwerp
16148,1224.0,0.53,Good,E,SI1,63.6,56.0,5.19,5.1,3.27,Antwerp
16149,383.0,0.31,Very Good,I,SI2,60.6,61.0,4.4,4.45,2.68,Amsterdam
16150,8119.0,1.01,Ideal,D,VS2,62.1,58.0,6.4,6.42,3.98,Surat
16151,7592.0,1.58,Ideal,J,SI1,61.6,56.0,7.53,7.5,4.63,London
16152,577.0,0.33,Premium,F,VS2,60.0,60.0,4.45,4.49,2.68,New York City
16153,863.0,0.3,Ideal,G,IF,60.9,58.0,4.32,4.35,2.64,Antwerp
16154,499.0,0.26,Very Good,F,VS2,61.4,56.0,4.09,4.12,2.53,Antwerp
16155,559.0,0.24,Ideal,G,VVS1,62.2,56.0,4.0,4.04,2.5,Amsterdam
16156,4602.0,1.07,Good,J,VS2,61.7,57.7,6.55,6.58,4.05,London
16157,6018.0,0.9,Ideal,E,VS2,62.3,57.0,6.16,6.19,3.85,Antwerp
16158,1897.0,0.5,Ideal,G,VVS1,62.2,56.0,5.08,5.11,3.17,Tel Aviv
16159,810.0,0.3,Premium,I,IF,60.5,59.0,4.34,4.32,2.62,Madrid
16160,1428.0,0.52,Ideal,G,VS2,61.7,56.0,5.15,5.19,3.19,Zurich
16161,1116.0,0.35,Premium,G,IF,60.6,60.0,4.57,4.54,2.76,Paris
16162,16412.0,2.03,Very Good,E,SI2,63.7,58.0,7.91,7.94,5.05,London
16163,995.0,0.47,Premium,G,SI1,62.7,58.0,4.99,4.97,3.12,Antwerp
16164,583.0,0.35,Premium,F,SI1,60.2,58.0,4.54,4.6,2.75,Antwerp
16165,664.0,0.29,Very Good,E,VVS2,58.5,58.0,4.35,4.37,2.55,Luxembourg
16166,1443.0,0.51,Ideal,E,SI1,62.0,55.0,5.14,5.12,3.18,Amsterdam
16167,5991.0,1.16,Ideal,E,SI2,61.9,55.0,6.71,6.77,4.17,New York City
16168,3881.0,1.26,Fair,H,SI2,64.9,60.0,6.7,6.62,4.32,New York City
16169,3839.0,0.81,Very Good,E,VS2,62.8,57.0,5.9,5.95,3.72,Tel Aviv
16170,4733.0,1.1,Ideal,H,SI2,62.0,55.0,6.61,6.65,4.11,Amsterdam
16171,2276.0,0.7,Ideal,G,SI1,62.1,58.0,5.67,5.69,3.53,Madrid
16172,1439.0,0.41,Ideal,F,IF,61.4,58.0,4.78,4.83,2.95,Antwerp
16173,11473.0,2.16,Premium,H,SI2,62.3,57.0,8.29,8.22,5.14,Kimberly
16174,8820.0,1.05,Ideal,D,VS1,60.5,57.0,6.61,6.58,3.99,Antwerp
16175,1116.0,0.38,Ideal,F,VS1,61.3,56.0,4.68,4.72,2.88,Las Vegas
16176,3852.0,1.01,Good,G,SI2,62.8,57.0,6.3,6.34,3.97,Las Vegas
16177,10256.0,1.21,Ideal,G,VVS2,60.6,56.0,6.9,6.89,4.18,London
16178,1367.0,0.41,Ideal,E,VVS1,61.3,56.0,4.79,4.81,2.94,Zurich
16179,7571.0,1.13,Ideal,H,VS1,61.6,55.0,6.7,6.74,4.14,Antwerp
16180,2743.0,0.71,Premium,E,SI1,62.7,56.0,5.71,5.64,3.56,Surat
16181,3180.0,0.91,Premium,H,SI1,62.2,56.0,6.23,6.18,3.86,Madrid
16182,523.0,0.31,Ideal,I,SI1,63.0,57.0,4.34,4.32,2.73,Amsterdam
16183,3302.0,0.91,Good,H,VS2,56.9,61.0,6.41,6.24,3.6,Kimberly
16184,6734.0,1.02,Ideal,F,VS2,62.7,57.0,6.47,6.44,4.05,Antwerp
16185,4255.0,1.02,Ideal,G,SI2,61.4,56.0,6.52,6.47,3.99,Antwerp
16186,5226.0,1.2,Very Good,J,VS1,62.9,60.0,6.64,6.69,4.19,Luxembourg
16187,523.0,0.24,Ideal,I,VVS2,61.5,56.0,4.02,4.05,2.48,Luxembourg
16188,7230.0,1.34,Very Good,D,SI2,62.3,59.0,6.99,7.03,4.37,Madrid
16189,4964.0,1.08,Ideal,H,SI1,62.8,57.0,6.55,6.51,4.1,Las Vegas
16190,1565.0,0.57,Very Good,G,VS2,60.7,58.0,5.31,5.37,3.24,Kimberly
16191,3546.0,0.91,Premium,F,SI2,61.0,51.0,6.24,6.21,3.8,Surat
16192,1406.0,0.56,Ideal,I,VS1,60.5,55.0,5.33,5.39,3.24,Madrid
16193,862.0,0.42,Ideal,I,VVS2,62.8,54.0,4.78,4.8,3.01,Kimberly
16194,2591.0,0.77,Very Good,H,SI1,60.4,58.0,5.9,5.93,3.57,Kimberly
16195,4751.0,1.01,Fair,D,SI1,63.5,58.0,6.35,6.25,4.0,Zurich
16196,3837.0,1.01,Fair,F,SI2,65.2,57.0,6.33,6.24,4.1,Tel Aviv
16197,599.0,0.26,Premium,E,VVS1,61.7,59.0,4.1,4.14,2.54,Tel Aviv
16198,3713.0,1.0,Very Good,G,SI2,63.1,63.0,6.33,6.23,3.96,Dubai
16199,3355.0,1.28,Ideal,H,I1,61.9,56.0,6.95,6.91,4.29,Antwerp
16200,596.0,0.34,Ideal,G,VS2,62.0,54.0,4.47,4.5,2.78,Kimberly
16201,1675.0,0.52,Ideal,G,SI1,61.2,55.0,5.2,5.23,3.19,Madrid
16202,2297.0,0.69,Ideal,G,SI1,62.4,56.0,5.66,5.69,3.55,Kimberly
16203,2574.0,0.74,Very Good,E,SI2,61.0,57.0,5.83,5.88,3.57,Paris
16204,863.0,0.34,Ideal,H,IF,61.6,54.0,4.49,4.53,2.78,Madrid
16205,2671.0,0.72,Very Good,G,VS1,60.0,59.0,5.8,5.84,3.49,Dubai
16206,904.0,0.38,Good,E,VVS1,62.4,64.0,4.59,4.61,2.87,Amsterdam
16207,3624.0,0.92,Premium,H,SI1,62.4,58.0,6.19,6.22,3.87,Antwerp
16208,1377.0,0.51,Ideal,E,SI1,61.4,56.0,5.15,5.17,3.17,Zurich
16209,5086.0,0.92,Very Good,D,SI1,62.0,58.0,6.18,6.21,3.84,Surat
16210,2904.0,0.7,Very Good,E,VS1,58.4,59.0,5.83,5.91,3.43,New York City
16211,2444.0,0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,Antwerp
16212,651.0,0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,London
16213,847.0,0.42,Ideal,G,VS2,61.8,56.0,4.81,4.84,2.98,Amsterdam
16214,4661.0,0.9,Premium,G,VS1,62.7,58.0,6.06,6.15,3.83,Las Vegas
16215,2578.0,0.72,Very Good,G,VS2,62.0,56.0,5.75,5.77,3.57,Amsterdam
16216,5913.0,1.33,Very Good,J,VS2,63.9,57.0,6.91,6.96,4.43,Kimberly
16217,660.0,0.33,Very Good,D,VS2,62.9,54.0,4.4,4.44,2.78,Kimberly
16218,12016.0,1.11,Ideal,D,VVS2,63.0,57.0,6.58,6.65,4.17,Surat
16219,1196.0,0.58,Ideal,J,VS2,62.8,57.0,5.33,5.28,3.33,Surat
16220,1769.0,0.53,Good,G,VVS2,64.3,58.0,5.11,5.15,3.3,Surat
16221,11455.0,1.62,Premium,H,SI1,62.2,58.0,7.5,7.46,4.65,Antwerp
16222,1851.0,0.57,Ideal,E,VS2,61.8,55.0,5.34,5.38,3.31,Dubai
16223,751.0,0.4,Ideal,I,VVS2,62.6,54.0,4.69,4.73,2.95,Surat
16224,7064.0,1.19,Good,E,VS2,57.4,60.0,7.0,6.9,3.99,Antwerp
16225,2477.0,0.78,Very Good,F,SI2,58.3,62.0,6.04,6.11,3.54,Kimberly
16226,8770.0,1.5,Ideal,F,SI1,60.9,56.0,7.43,7.36,4.5,Las Vegas
16227,506.0,0.3,Good,I,SI1,63.8,57.0,4.27,4.19,2.7,Kimberly
16228,988.0,0.31,Premium,G,IF,61.6,55.0,4.42,4.38,2.71,Amsterdam
16229,7797.0,1.02,Premium,G,VVS1,63.0,58.0,6.43,6.4,4.04,Tel Aviv
16230,6822.0,1.0,Good,E,VS1,60.6,63.0,6.28,6.42,3.85,Luxembourg
16231,2423.0,0.7,Good,F,SI1,63.8,60.0,5.63,5.6,3.58,New York City
16232,1243.0,0.41,Ideal,E,VVS2,61.8,57.0,4.8,4.75,2.95,Surat
16233,1031.0,0.42,Ideal,G,VVS2,62.6,55.0,4.77,4.78,2.99,Antwerp
16234,1801.0,0.53,Ideal,E,VS2,61.8,56.0,5.21,5.17,3.21,Zurich
16235,2246.0,0.72,Premium,G,SI1,60.6,59.0,5.8,5.76,3.5,Dubai
16236,1150.0,0.42,Ideal,G,VVS1,61.9,56.0,4.8,4.85,2.98,Surat
16237,14725.0,2.01,Very Good,H,SI1,63.5,57.0,7.96,7.88,5.03,Surat
16238,5065.0,1.29,Ideal,D,I1,61.3,56.0,6.99,7.05,4.3,Paris
16239,13007.0,2.1,Very Good,G,SI2,63.4,58.0,8.19,8.12,5.17,New York City
16240,5543.0,1.01,Very Good,D,SI1,63.1,60.0,6.39,6.32,4.01,Kimberly
16241,1915.0,0.56,Ideal,E,VS2,60.7,57.0,5.34,5.31,3.23,Tel Aviv
16242,5698.0,1.07,Ideal,H,VS2,63.6,59.0,6.46,6.42,4.09,Antwerp
16243,1236.0,0.4,Very Good,F,VVS1,58.9,59.0,4.81,4.84,2.84,Paris
16244,468.0,0.32,Good,D,I1,64.0,54.0,4.36,4.33,2.78,Zurich
16245,1629.0,0.5,Ideal,E,VS2,62.2,56.0,5.12,5.11,3.18,Las Vegas
16246,9323.0,1.21,Ideal,G,VS1,62.7,54.0,6.8,6.82,4.27,Antwerp
16247,1008.0,0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,Surat
16248,12641.0,1.5,Ideal,F,VS2,60.3,57.0,7.42,7.33,4.45,Madrid
16249,992.0,0.42,Premium,F,SI1,60.0,59.0,4.88,4.85,2.92,Amsterdam
16250,2724.0,0.72,Fair,F,VS2,55.4,64.0,6.06,5.97,3.34,Antwerp
16251,504.0,0.27,Very Good,G,VVS2,61.0,56.0,4.19,4.22,2.56,New York City
16252,8034.0,1.19,Ideal,G,VS1,61.9,55.0,6.81,6.87,4.22,Surat
16253,573.0,0.3,Ideal,F,VS2,62.3,55.0,4.3,4.34,2.69,Paris
16254,3774.0,0.9,Premium,G,SI1,61.3,60.0,6.17,6.14,3.77,Antwerp
16255,10214.0,1.5,Ideal,E,SI1,62.3,57.0,7.33,7.28,4.55,Tel Aviv
16256,809.0,0.41,Ideal,F,VS2,61.7,54.0,4.79,4.81,2.96,Paris
16257,18005.0,2.06,Very Good,G,SI2,62.3,59.0,8.07,8.2,5.07,Dubai
16258,1786.0,0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,Antwerp
16259,4125.0,1.0,Good,H,SI2,62.7,58.0,6.31,6.33,3.96,Tel Aviv
16260,1226.0,0.4,Ideal,D,VS2,61.6,55.0,4.75,4.79,2.94,Amsterdam
16261,952.0,0.39,Ideal,G,VVS2,61.7,54.2,4.69,4.75,2.91,Kimberly
16262,1940.0,0.49,Premium,D,VVS2,58.8,60.0,5.26,5.14,3.06,Antwerp
16263,2633.0,0.71,Premium,F,SI1,62.7,57.0,5.68,5.65,3.55,Surat
16264,3762.0,0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,Tel Aviv
16265,1963.0,0.56,Ideal,D,VS2,61.5,57.0,5.28,5.33,3.26,Madrid
16266,635.0,0.38,Premium,D,SI1,59.1,58.0,4.74,4.77,2.81,Luxembourg
16267,5364.0,1.03,Premium,H,VS2,63.0,59.0,6.47,6.36,4.04,Zurich
16268,11057.0,1.01,Ideal,D,VVS2,61.1,57.0,6.49,6.47,3.96,Antwerp
16269,4568.0,0.92,Ideal,H,VS2,62.2,55.0,6.21,6.27,3.88,Surat
16270,15119.0,2.07,Good,I,VS2,64.1,57.0,8.07,8.0,5.15,Antwerp
16271,3573.0,1.16,Premium,H,SI2,62.1,58.0,6.72,6.65,4.15,Kimberly
16272,1080.0,0.4,Premium,F,VS2,61.6,58.0,4.8,4.75,2.94,London
16273,16031.0,2.0,Premium,H,SI2,62.8,56.0,8.04,7.98,5.03,Dubai
16274,953.0,0.33,Ideal,E,VVS2,61.8,56.0,4.46,4.44,2.75,Surat
16275,5378.0,1.18,Ideal,I,SI1,61.5,56.0,6.77,6.82,4.18,Surat
16276,1783.0,0.71,Good,E,SI2,57.5,58.0,5.91,5.89,3.39,Surat
16277,4136.0,0.9,Very Good,H,VS1,63.0,59.0,6.1,6.13,3.85,Surat
16278,1828.0,0.65,Very Good,G,SI1,62.0,58.0,5.5,5.58,3.43,Madrid
16279,6288.0,1.32,Ideal,J,VS2,62.3,57.0,6.96,7.0,4.35,New York City
16280,1641.0,0.58,Fair,E,SI1,64.4,57.0,5.26,5.24,3.38,Surat
16281,2312.0,0.7,Good,D,SI2,59.3,64.0,5.8,5.76,3.43,New York City
16282,734.0,0.39,Very Good,G,VS2,60.4,61.0,4.71,4.73,2.85,Zurich
16283,1382.0,0.46,Ideal,H,IF,62.3,54.0,4.94,4.98,3.09,Surat
16284,480.0,0.28,Good,H,VVS1,56.0,64.0,4.38,4.41,2.46,Surat
16285,2396.0,0.72,Very Good,H,VS2,62.9,58.0,5.7,5.75,3.6,London
16286,13063.0,2.03,Very Good,I,SI2,62.8,60.0,7.99,8.05,5.04,New York City
16287,436.0,0.31,Ideal,I,SI1,61.5,55.0,4.36,4.39,2.69,New York City
16288,5916.0,1.31,Very Good,I,SI2,62.7,58.0,6.88,6.94,4.33,New York City
16289,13563.0,2.41,Premium,I,SI2,60.7,59.0,8.7,8.64,5.26,London
16290,2956.0,0.72,Ideal,F,VS2,62.6,56.0,5.75,5.72,3.59,Luxembourg
16291,906.0,0.46,Ideal,I,VS1,62.2,54.0,4.95,4.99,3.09,Surat
16292,1125.0,0.64,Ideal,H,SI2,60.8,56.0,5.57,5.61,3.4,Las Vegas
16293,756.0,0.32,Very Good,D,SI1,63.1,56.0,4.38,4.34,2.75,London
16294,3211.0,0.73,Ideal,F,VS1,62.6,56.0,5.73,5.71,3.58,Tel Aviv
16295,3781.0,0.91,Good,D,SI2,63.8,58.0,6.09,6.04,3.87,Zurich
16296,630.0,0.35,Ideal,E,SI2,61.7,56.0,4.55,4.53,2.8,Amsterdam
16297,983.0,0.38,Premium,G,VS2,59.9,58.0,4.77,4.72,2.84,Surat
16298,861.0,0.41,Premium,G,SI1,62.8,58.0,4.74,4.72,2.97,Las Vegas
16299,2352.0,0.7,Premium,G,SI1,59.0,62.0,5.77,5.75,3.4,Kimberly
16300,9252.0,1.18,Ideal,G,VVS2,62.2,54.0,6.78,6.82,4.23,London
16301,10396.0,1.7,Premium,I,VS2,61.9,56.0,7.55,7.5,4.66,Amsterdam
16302,642.0,0.28,Very Good,E,VVS2,59.8,57.0,4.28,4.32,2.57,Paris
16303,1562.0,0.51,Ideal,F,VS2,61.3,56.0,5.14,5.11,3.14,Dubai
16304,574.0,0.34,Premium,I,SI1,59.2,61.0,4.58,4.57,2.71,Paris
16305,574.0,0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,Tel Aviv
16306,4307.0,1.11,Very Good,E,SI2,62.3,58.0,6.64,6.68,4.15,Surat
16307,1041.0,0.3,Ideal,D,VVS2,61.5,55.0,4.34,4.38,2.68,New York City
16308,7258.0,1.5,Premium,J,SI1,61.7,59.0,7.36,7.32,4.53,Tel Aviv
16309,811.0,0.37,Ideal,E,VS2,61.5,56.0,4.59,4.62,2.83,Dubai
16310,5759.0,1.0,Very Good,F,VS2,62.7,56.0,6.29,6.34,3.96,Surat
16311,596.0,0.34,Ideal,G,VS2,61.0,57.0,4.48,4.5,2.74,Tel Aviv
16312,11688.0,1.5,Very Good,H,VVS1,60.9,61.0,7.36,7.39,4.49,Luxembourg
16313,10053.0,1.2,Premium,E,VS1,60.7,57.0,6.89,6.81,4.16,Antwerp
16314,825.0,0.4,Ideal,G,VS2,60.9,58.0,4.76,4.79,2.91,Surat
16315,6793.0,1.52,Ideal,H,I1,61.6,56.0,7.75,7.73,4.77,Surat
16316,1324.0,0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,London
16317,612.0,0.32,Ideal,G,SI1,61.3,56.0,4.42,4.39,2.7,Tel Aviv
16318,630.0,0.31,Ideal,H,VVS2,62.3,54.0,4.36,4.38,2.72,Antwerp
16319,5486.0,1.24,Very Good,H,SI2,63.2,55.0,6.88,6.83,4.33,Paris
16320,408.0,0.31,Very Good,I,SI1,61.4,61.0,4.34,4.39,2.68,Surat
16321,7476.0,1.5,Premium,I,SI2,61.2,59.0,7.39,7.36,4.51,New York City
16322,2415.0,0.75,Premium,D,SI2,60.6,56.0,5.94,5.9,3.59,Madrid
16323,394.0,0.3,Very Good,F,SI2,61.7,62.0,4.25,4.27,2.63,Kimberly
16324,4791.0,1.04,Very Good,H,SI1,62.2,57.0,6.42,6.48,4.01,Kimberly
16325,497.0,0.32,Very Good,F,SI1,60.7,62.0,4.4,4.43,2.68,Zurich
16326,2240.0,0.78,Ideal,G,SI2,61.9,55.0,5.91,5.94,3.67,Las Vegas
16327,13016.0,2.07,Fair,D,SI2,64.5,60.0,7.99,7.88,5.12,Las Vegas
16328,1094.0,0.36,Ideal,D,VS2,61.8,56.0,4.6,4.56,2.83,Luxembourg
16329,5887.0,1.0,Ideal,G,VS2,62.3,56.0,6.43,6.32,3.97,Las Vegas
16330,2790.0,0.83,Ideal,F,SI2,62.3,55.0,6.02,6.05,3.76,New York City
16331,7096.0,1.39,Good,F,SI2,63.8,55.0,7.08,7.05,4.51,New York City
16332,401.0,0.25,Good,H,VVS1,60.6,64.0,4.05,4.07,2.46,Paris
16333,942.0,0.31,Ideal,E,VS1,60.4,57.0,4.4,4.37,2.65,Luxembourg
16334,2396.0,0.76,Very Good,H,SI1,62.6,58.0,5.76,5.84,3.63,Madrid
16335,8362.0,1.81,Fair,J,SI1,56.2,62.0,8.14,8.09,4.56,Las Vegas
16336,855.0,0.4,Premium,D,SI2,61.9,58.0,4.73,4.71,2.92,Dubai
16337,4844.0,1.0,Good,F,SI1,64.9,57.0,6.25,6.32,4.08,Kimberly
16338,698.0,0.31,Ideal,H,VS1,62.2,57.0,4.37,4.34,2.71,London
16339,3736.0,0.78,Ideal,D,VS2,62.9,56.0,5.85,5.88,3.69,Dubai
16340,5661.0,1.07,Very Good,H,VS1,62.5,56.0,6.52,6.6,4.1,Dubai
16341,723.0,0.33,Premium,E,VS2,60.7,58.0,4.47,4.49,2.72,Amsterdam
16342,5111.0,1.17,Ideal,H,SI2,62.3,57.0,6.78,6.74,4.21,Dubai
16343,678.0,0.24,Ideal,F,VVS2,61.7,55.0,3.99,4.02,2.47,Dubai
16344,3274.0,0.9,Good,E,SI1,62.2,65.0,6.13,6.08,3.8,Zurich
16345,4321.0,1.04,Good,F,SI2,64.2,56.0,6.39,6.36,4.09,Luxembourg
16346,3816.0,1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,Las Vegas
16347,1715.0,0.32,Fair,F,VS2,59.6,60.0,4.42,4.34,2.61,Surat
16348,789.0,0.36,Premium,E,VS2,60.3,59.0,4.58,4.64,2.78,Kimberly
16349,1563.0,0.62,Ideal,G,SI1,61.6,56.0,5.46,5.55,3.39,Luxembourg
16350,5883.0,1.0,Very Good,H,VS2,64.7,56.0,6.23,6.29,4.05,Kimberly
16351,14790.0,1.5,Premium,E,VS2,61.8,59.0,7.31,7.38,4.54,Madrid
16352,4309.0,0.9,Very Good,H,VS1,62.1,59.0,6.09,6.14,3.8,Amsterdam
16353,477.0,0.34,Premium,H,SI1,60.2,58.0,4.48,4.52,2.71,New York City
16354,2469.0,0.7,Ideal,I,VS1,61.8,55.0,5.67,5.72,3.52,Kimberly
16355,13824.0,1.22,Premium,E,VVS1,61.1,60.0,6.87,6.85,4.19,Las Vegas
16356,684.0,0.3,Premium,G,VVS2,61.2,58.0,4.32,4.34,2.65,Surat
16357,4805.0,1.0,Premium,E,SI1,61.0,61.0,6.45,6.4,3.92,New York City
16358,1436.0,0.5,Premium,F,VS2,62.2,59.0,5.06,5.1,3.16,Antwerp
16359,14844.0,1.51,Premium,E,VS2,62.6,60.0,7.28,7.22,4.54,Kimberly
16360,2275.0,0.7,Very Good,E,SI1,61.3,61.0,5.66,5.7,3.48,Tel Aviv
16361,3203.0,1.04,Very Good,H,I1,61.6,61.0,6.45,6.47,3.98,Tel Aviv
