,price,carat,depth,table,x,y,z,city,clarity,color,cut
10287,631,0.3,62.4,56.0,4.27,4.3,2.67,Paris,VVS2,G,Very Good
10288,593,0.31,61.8,60.0,4.37,4.33,2.69,London,SI2,D,Premium
10289,1776,0.58,60.9,56.0,5.42,5.39,3.29,Surat,SI2,F,Ideal
10290,15291,2.05,61.6,59.0,8.2,8.16,5.04,Luxembourg,SI1,G,Premium
10291,1173,0.4,62.3,59.0,4.67,4.7,2.92,Paris,IF,G,Very Good
10292,2079,0.6,61.2,56.0,5.44,5.45,3.33,Amsterdam,VS2,E,Ideal
10293,5937,1.14,61.7,60.0,6.74,6.67,4.14,Antwerp,VS2,H,Premium
10294,1766,0.62,59.8,60.0,5.56,5.51,3.31,Zurich,SI1,F,Premium
10295,1808,0.96,60.1,62.0,6.21,6.0,3.68,Zurich,I1,H,Fair
10296,13702,1.62,62.3,58.0,7.54,7.49,4.68,Las Vegas,VS2,G,Premium
10297,800,0.31,61.3,55.0,4.4,4.43,2.7,Kimberly,VS1,E,Ideal
10298,2068,0.57,61.4,57.0,5.37,5.32,3.28,Kimberly,VS1,E,Ideal
10299,984,0.33,60.2,57.0,4.47,4.5,2.7,Antwerp,VVS1,E,Ideal
10300,15773,2.09,60.2,61.0,8.32,8.29,5.0,Kimberly,SI2,F,Very Good
10301,4101,1.11,62.6,54.0,6.61,6.64,4.15,Zurich,SI2,J,Ideal
10302,1694,0.53,61.8,57.0,5.17,5.21,3.21,Zurich,VS2,D,Ideal
10303,505,0.32,62.5,55.0,4.38,4.42,2.75,Madrid,VS2,H,Ideal
10304,1433,0.38,61.1,56.0,4.67,4.72,2.87,Antwerp,IF,E,Ideal
10305,1605,0.52,61.8,56.0,5.18,5.15,3.19,London,SI1,D,Ideal
10306,3666,0.9,63.5,61.0,5.96,6.01,3.8,Tel Aviv,VS1,I,Good
10307,13134,2.0,61.5,61.0,8.13,8.1,4.99,Zurich,SI2,H,Premium
10308,2384,0.7,56.2,65.0,5.93,5.88,3.32,New York City,VS1,G,Fair
10309,1110,0.47,59.5,60.0,5.09,5.06,3.02,Kimberly,SI1,G,Premium
10310,5208,1.24,65.0,54.0,6.76,6.73,4.38,Kimberly,SI2,H,Fair
10311,2015,0.57,58.3,61.0,5.42,5.45,3.17,Las Vegas,VS2,D,Good
10312,595,0.25,61.8,56.0,4.07,4.09,2.52,Dubai,VS1,F,Ideal
10313,4234,0.9,64.1,57.0,6.07,6.04,3.88,Tel Aviv,VS1,H,Good
10314,710,0.3,60.7,57.0,4.31,4.36,2.63,Dubai,VS1,E,Ideal
10315,742,0.3,62.1,58.0,4.25,4.29,2.65,Surat,VS1,D,Very Good
10316,6858,1.12,60.9,55.0,6.73,6.67,4.08,Surat,VS2,F,Ideal
10317,1124,0.37,61.6,56.0,4.63,4.59,2.84,Zurich,VS2,D,Ideal
10318,13675,2.07,61.5,59.0,8.16,8.2,5.03,Luxembourg,VS2,J,Premium
10319,2052,0.71,62.3,58.0,5.68,5.72,3.55,Antwerp,VS2,I,Very Good
10320,612,0.32,61.6,58.0,4.4,4.36,2.7,Madrid,SI1,G,Premium
10321,1058,0.57,62.5,54.0,5.35,5.3,3.33,Paris,SI2,E,Premium
10322,15959,1.52,60.4,59.0,7.38,7.48,4.49,Antwerp,VVS1,G,Premium
10323,1746,0.57,60.7,59.0,5.38,5.33,3.25,Dubai,SI2,F,Premium
10324,833,0.37,62.8,60.0,4.59,4.55,2.87,Surat,VS2,G,Premium
10325,687,0.4,61.7,60.0,4.68,4.72,2.9,Tel Aviv,SI1,E,Very Good
10326,5260,1.01,61.9,57.0,6.42,6.35,3.95,Zurich,VS2,H,Premium
10327,7080,1.2,62.6,56.0,6.7,6.74,4.21,Antwerp,VVS1,I,Very Good
10328,6476,1.26,61.7,58.0,6.95,6.9,4.27,Antwerp,SI1,H,Ideal
10329,1766,0.5,61.8,54.0,5.11,5.15,3.17,Tel Aviv,VVS2,G,Ideal
10330,9797,1.31,59.1,60.0,7.13,7.18,4.23,Kimberly,VS1,F,Very Good
10331,5028,1.01,61.9,57.0,6.42,6.48,3.99,Surat,VS2,H,Ideal
10332,17016,2.19,61.6,58.0,8.35,8.3,5.13,Antwerp,SI1,H,Premium
10333,779,0.41,62.8,58.0,4.73,4.76,2.98,Surat,VS2,D,Very Good
10334,802,0.31,62.1,58.0,4.36,4.31,2.69,Antwerp,VS1,G,Premium
10335,6221,1.01,62.9,58.0,6.37,6.47,4.04,Luxembourg,VS2,E,Very Good
10336,617,0.4,64.2,57.0,4.68,4.7,3.01,Surat,SI2,E,Good
10337,432,0.3,62.0,57.0,4.27,4.31,2.66,London,SI1,G,Ideal
10338,6754,1.24,59.4,58.0,7.04,7.09,4.2,Kimberly,VS1,I,Very Good
10339,6091,1.37,62.2,55.0,7.07,7.11,4.41,Las Vegas,SI2,J,Ideal
10340,1334,0.44,60.9,57.0,4.95,4.9,3.0,Madrid,VVS2,E,Ideal
10341,438,0.23,58.1,59.0,4.09,4.03,2.36,Zurich,VVS2,G,Very Good
10342,2969,0.8,61.2,57.0,6.02,6.07,3.7,Antwerp,VS2,G,Ideal
10343,1024,0.42,61.7,56.0,4.82,4.8,2.97,Dubai,VS2,E,Ideal
10344,982,0.4,60.3,60.0,4.77,4.81,2.89,Paris,VS1,F,Premium
10345,1812,0.58,62.1,58.0,5.35,5.31,3.31,New York City,SI1,E,Premium
10346,844,0.3,62.1,59.0,4.29,4.27,2.66,Amsterdam,VS2,E,Premium
10347,852,0.36,61.6,57.0,4.54,4.58,2.81,Dubai,VS1,E,Ideal
10348,2830,0.53,60.9,57.0,5.23,5.29,3.19,Las Vegas,VVS1,F,Ideal
10349,5606,1.0,64.2,58.0,6.32,6.26,4.04,Zurich,VS2,F,Good
10350,675,0.3,61.8,58.0,4.33,4.28,2.66,Kimberly,VVS2,I,Premium
10351,813,0.44,61.9,57.0,4.86,4.89,3.01,Zurich,VS1,I,Very Good
10352,15592,1.53,61.5,59.0,7.38,7.46,4.56,London,VS1,F,Ideal
10353,12369,2.01,60.5,59.0,8.12,8.01,4.88,Antwerp,SI1,J,Premium
10354,13950,1.58,60.4,57.0,7.55,7.65,4.59,Antwerp,VS1,H,Ideal
10355,1600,0.52,62.1,59.0,5.12,5.15,3.19,Kimberly,VS2,F,Premium
10356,625,0.42,58.6,58.0,4.91,4.98,2.9,Luxembourg,SI2,D,Very Good
10357,436,0.31,62.0,53.0,4.37,4.4,2.72,Madrid,SI1,I,Ideal
10358,1787,0.51,61.8,55.0,5.15,5.18,3.19,New York City,VS2,D,Ideal
10359,4802,0.71,62.0,56.0,5.69,5.73,3.54,Dubai,VVS1,E,Ideal
10360,5256,1.08,61.8,56.0,6.55,6.58,4.06,Amsterdam,SI1,G,Ideal
10361,2967,0.7,61.5,56.0,5.69,5.75,3.52,Antwerp,VS1,E,Very Good
10362,6187,1.0,63.9,60.0,6.3,6.35,4.04,Dubai,VS1,G,Good
10363,5480,1.05,62.0,56.0,6.47,6.55,4.04,Luxembourg,SI1,G,Very Good
10364,14061,2.03,61.5,54.0,8.22,8.2,5.05,Antwerp,SI2,I,Ideal
10365,3273,0.8,63.4,56.0,5.88,5.92,3.74,London,VS2,E,Good
10366,1818,0.62,61.8,55.0,5.5,5.53,3.41,Zurich,VS1,I,Very Good
10367,1792,0.55,59.4,62.0,5.36,5.32,3.17,Kimberly,VS1,G,Premium
10368,16506,2.05,60.1,59.0,8.3,8.2,4.96,Zurich,SI2,G,Premium
10369,868,0.4,60.4,58.0,4.75,4.79,2.88,Madrid,VS1,F,Very Good
10370,1013,0.3,62.8,58.0,4.3,4.27,2.69,New York City,VVS1,G,Premium
10371,10078,1.52,63.8,60.0,7.3,7.24,4.64,Zurich,SI1,H,Good
10372,1942,0.59,62.5,53.0,5.46,5.35,3.38,Tel Aviv,VS1,G,Very Good
10373,743,0.31,61.8,55.0,4.35,4.39,2.7,Luxembourg,VVS1,G,Ideal
10374,5579,1.35,58.6,63.0,7.28,7.19,4.24,Amsterdam,SI2,I,Very Good
10375,2141,0.71,64.0,58.0,5.57,5.61,3.58,Antwerp,SI1,H,Very Good
10376,4503,1.03,60.7,60.0,6.47,6.52,3.94,London,SI2,F,Premium
10377,3105,0.7,62.6,59.0,5.66,5.62,3.53,Kimberly,VVS2,F,Premium
10378,879,0.38,62.0,57.0,4.64,4.66,2.89,Surat,VVS2,G,Ideal
10379,4678,0.9,62.7,56.0,6.17,6.2,3.88,Las Vegas,VS2,F,Ideal
10380,1662,0.51,62.0,54.0,5.13,5.1,3.17,Las Vegas,VS2,E,Ideal
10381,2938,0.71,62.7,59.0,5.65,5.67,3.55,Surat,VVS1,H,Very Good
10382,9828,1.5,57.9,60.0,7.48,7.44,4.32,Surat,VS1,I,Good
10383,422,0.3,62.1,53.0,4.32,4.37,2.7,Antwerp,SI1,G,Ideal
10384,4133,0.9,61.7,57.0,6.23,6.21,3.84,Dubai,SI2,E,Premium
10385,423,0.23,62.6,57.0,3.88,3.92,2.44,Las Vegas,VS2,E,Ideal
10386,583,0.27,60.0,62.0,4.21,4.22,2.53,Madrid,VVS2,F,Ideal
10387,1286,0.5,59.9,57.0,5.19,5.16,3.1,Zurich,SI1,F,Ideal
10388,9798,1.03,62.0,56.0,6.46,6.55,4.03,Surat,VVS2,D,Ideal
10389,16304,2.4,59.7,58.0,8.75,8.71,5.21,London,SI1,J,Premium
10390,2476,0.72,62.0,57.0,5.72,5.66,3.53,Paris,SI1,E,Ideal
10391,4914,1.17,62.7,56.0,6.74,6.68,4.21,Dubai,SI2,H,Premium
10392,475,0.3,62.4,55.0,4.3,4.32,2.69,Las Vegas,SI1,F,Ideal
10393,2401,0.7,62.2,59.0,5.69,5.73,3.55,London,SI1,F,Premium
10394,790,0.3,58.6,66.0,4.36,4.41,2.57,Luxembourg,VVS1,G,Fair
10395,1312,0.51,62.4,58.0,5.13,5.07,3.18,Las Vegas,SI1,G,Premium
10396,5613,1.2,62.6,58.0,6.74,6.81,4.24,Kimberly,SI2,H,Ideal
10397,2165,0.71,59.9,65.0,5.71,5.74,3.43,Zurich,SI1,I,Good
10398,1807,0.77,62.3,58.0,5.86,5.89,3.66,Surat,SI1,J,Very Good
10399,6271,1.01,62.3,58.0,6.34,6.3,3.94,New York City,VS2,F,Premium
10400,1061,0.41,59.7,59.0,4.84,4.81,2.88,Las Vegas,VS2,G,Premium
10401,1080,0.4,62.2,55.0,4.83,4.69,2.96,Kimberly,VS1,G,Premium
10402,811,0.37,61.6,57.0,4.61,4.65,2.85,Surat,VS2,E,Ideal
10403,1250,0.5,62.3,60.0,5.07,5.11,3.17,Luxembourg,SI1,F,Very Good
10404,644,0.35,63.0,57.0,4.46,4.52,2.83,Surat,SI1,D,Very Good
10405,2386,0.71,61.2,61.0,5.71,5.66,3.48,Surat,SI1,G,Premium
10406,17005,2.01,62.0,54.0,8.03,8.12,5.01,Antwerp,SI2,F,Very Good
10407,2323,0.66,61.9,59.0,5.59,5.65,3.48,Amsterdam,VVS1,H,Very Good
10408,3382,1.02,61.5,56.0,6.49,6.46,3.98,Paris,I1,G,Ideal
10409,10241,1.16,61.2,58.0,6.73,6.76,4.13,Tel Aviv,VS1,D,Ideal
10410,4880,1.21,60.7,56.0,6.86,6.91,4.18,Surat,SI2,I,Ideal
10411,784,0.41,60.9,58.0,4.82,4.8,2.93,Tel Aviv,SI2,F,Premium
10412,11688,1.73,62.7,56.0,7.62,7.67,4.79,Paris,SI1,H,Ideal
10413,4514,1.0,63.3,60.0,6.31,6.22,3.97,Madrid,VS2,H,Very Good
10414,2633,0.71,61.3,57.0,5.78,5.71,3.52,Antwerp,SI2,D,Ideal
10415,17672,2.02,63.4,60.0,7.96,8.04,5.07,London,SI1,H,Very Good
10416,526,0.3,61.3,60.0,4.24,4.28,2.61,Antwerp,SI1,E,Premium
10417,2510,0.73,61.8,59.0,5.8,5.73,3.56,Madrid,SI1,E,Premium
10418,2535,0.7,62.0,57.0,5.71,5.67,3.53,Kimberly,VS2,F,Ideal
10419,17347,2.01,61.8,58.0,8.13,8.06,5.0,Tel Aviv,SI1,H,Premium
10420,591,0.35,63.8,56.0,4.48,4.45,2.85,Antwerp,SI2,F,Good
10421,3892,1.03,65.0,57.0,6.3,6.32,4.1,Madrid,SI2,H,Good
10422,2052,0.57,62.6,56.0,5.33,5.27,3.32,Madrid,VS1,F,Ideal
10423,9724,1.0,61.0,60.0,6.39,6.43,3.91,London,VVS1,F,Premium
10424,1187,0.5,62.9,59.0,5.04,5.07,3.18,Madrid,SI1,G,Very Good
10425,2083,0.7,62.1,58.0,5.68,5.72,3.54,London,SI1,I,Ideal
10426,1866,0.72,61.8,57.0,5.73,5.69,3.53,Kimberly,SI2,G,Ideal
10427,555,0.34,61.8,55.0,4.48,4.52,2.78,Paris,VS1,I,Ideal
10428,874,0.37,62.4,58.0,4.58,4.55,2.85,Madrid,VVS1,I,Premium
10429,9116,1.5,63.1,57.0,7.25,7.29,4.59,Las Vegas,SI2,G,Good
10430,586,0.27,62.0,56.0,4.16,4.19,2.59,Zurich,VVS1,E,Ideal
10431,698,0.31,62.7,54.0,4.36,4.35,2.73,Madrid,SI1,E,Ideal
10432,1074,0.52,62.3,54.0,5.15,5.18,3.22,Surat,SI1,H,Ideal
10433,1058,0.39,63.5,58.0,4.65,4.61,2.94,Tel Aviv,VVS2,F,Very Good
10434,6473,1.29,62.8,57.0,6.94,6.88,4.34,Madrid,SI2,E,Ideal
10435,6108,1.01,58.5,61.0,6.57,6.52,3.83,Luxembourg,VS2,G,Premium
10436,661,0.39,60.7,56.0,4.77,4.79,2.9,Surat,VS2,H,Very Good
10437,9574,1.23,59.8,57.0,6.99,6.96,4.17,Paris,VS1,G,Premium
10438,664,0.29,60.1,58.0,4.32,4.37,2.61,Tel Aviv,VVS2,F,Very Good
10439,4574,1.01,62.9,55.0,6.35,6.41,4.01,Paris,SI1,H,Good
10440,1637,0.54,60.0,59.0,5.42,5.22,3.19,Kimberly,VS2,G,Premium
10441,720,0.32,61.8,55.0,4.42,4.41,2.73,Las Vegas,VS1,H,Ideal
10442,17892,2.01,61.9,60.0,8.09,8.07,5.0,Amsterdam,SI1,H,Ideal
10443,4839,1.01,60.5,58.0,6.46,6.4,3.89,New York City,VS2,H,Premium
10444,11711,1.57,62.7,60.0,7.46,7.38,4.65,Tel Aviv,VS2,G,Premium
10445,10078,1.52,62.5,58.0,7.33,7.29,4.57,Tel Aviv,SI1,H,Premium
10446,18014,1.76,62.8,55.4,7.7,7.74,4.85,Luxembourg,VS1,G,Very Good
10447,627,0.5,67.1,57.0,4.92,4.87,3.28,Luxembourg,I1,F,Fair
10448,15714,2.16,61.4,59.0,8.27,8.33,5.1,Antwerp,VS1,J,Ideal
10449,2735,0.71,59.0,59.0,5.88,5.78,3.44,Amsterdam,VS2,E,Premium
10450,847,0.42,61.2,60.0,4.77,4.84,2.94,Kimberly,VS1,H,Premium
10451,4672,1.01,62.9,54.0,6.47,6.41,4.05,Madrid,SI1,G,Ideal
10452,804,0.31,61.2,56.0,4.35,4.37,2.67,Antwerp,VVS2,D,Ideal
10453,4455,1.02,62.6,58.0,6.42,6.36,4.0,Surat,SI1,F,Premium
10454,2652,0.76,62.6,56.0,5.86,5.9,3.68,Amsterdam,SI1,G,Very Good
10455,983,0.46,61.6,54.0,4.97,5.0,3.07,Kimberly,SI1,F,Ideal
10456,666,0.4,61.4,57.0,4.68,4.74,2.89,Madrid,SI2,E,Very Good
10457,872,0.31,61.8,60.0,4.39,4.35,2.7,Luxembourg,VS1,F,Premium
10458,4304,0.9,61.2,60.0,6.19,6.14,3.77,Kimberly,SI1,D,Premium
10459,743,0.33,61.9,58.0,4.45,4.43,2.75,Surat,VS1,H,Premium
10460,5831,1.14,61.6,56.0,6.68,6.72,4.13,Zurich,VS2,H,Ideal
10461,6442,1.3,62.2,56.0,6.96,7.0,4.34,Surat,SI2,F,Ideal
10462,526,0.3,61.7,56.0,4.31,4.35,2.67,Dubai,VS2,G,Ideal
10463,1433,0.5,60.6,61.0,5.13,5.1,3.1,Paris,VS2,F,Premium
10464,2777,0.7,62.7,58.0,5.66,5.73,3.57,Zurich,VS1,D,Very Good
10465,2662,0.7,61.7,54.0,5.72,5.75,3.54,New York City,SI1,F,Ideal
10466,5252,1.25,62.1,58.0,6.86,6.89,4.27,Zurich,SI1,J,Ideal
10467,4909,1.01,64.1,60.0,6.3,6.27,4.03,Kimberly,SI1,D,Good
10468,462,0.31,60.7,60.0,4.34,4.36,2.64,Antwerp,SI1,G,Premium
10469,5406,1.19,60.4,55.0,6.89,6.91,4.17,Antwerp,SI2,D,Ideal
10470,10778,1.71,62.4,56.0,7.63,7.59,4.75,Kimberly,VS1,J,Ideal
10471,766,0.3,61.9,55.0,4.3,4.33,2.67,Dubai,VVS2,E,Ideal
10472,872,0.31,61.7,58.0,4.34,4.31,2.67,Surat,VS2,E,Premium
10473,16309,2.03,60.5,62.0,8.22,8.17,4.96,Kimberly,VS2,I,Premium
10474,12748,1.1,61.1,56.0,6.69,6.73,4.1,Kimberly,VVS1,E,Ideal
10475,5364,1.03,60.9,58.0,6.55,6.48,3.97,Antwerp,VS2,H,Premium
10476,3763,1.2,58.6,57.0,7.01,6.96,4.09,Dubai,I1,H,Ideal
10477,8219,1.51,63.1,57.0,7.24,7.21,4.56,Las Vegas,VS2,H,Very Good
10478,10471,1.35,60.9,54.0,7.18,7.15,4.36,Amsterdam,VS1,G,Ideal
10479,3248,0.61,61.1,57.0,5.47,5.49,3.34,Luxembourg,VVS2,F,Ideal
10480,971,0.33,61.3,55.0,4.48,4.49,2.75,Las Vegas,IF,F,Ideal
10481,3079,0.76,61.3,56.0,5.79,5.83,3.56,Surat,VS2,E,Ideal
10482,12071,1.52,62.0,54.0,7.36,7.44,4.59,Madrid,SI1,F,Ideal
10483,4481,1.08,63.0,59.0,6.51,6.54,4.11,Dubai,SI2,H,Very Good
10484,3896,0.72,60.9,56.0,5.79,5.86,3.55,Madrid,VS1,D,Ideal
10485,583,0.23,62.4,54.0,3.95,3.98,2.47,Kimberly,VVS1,E,Very Good
10486,630,0.3,59.3,59.0,4.42,4.38,2.61,Kimberly,VS2,G,Premium
10487,3276,0.83,59.4,59.0,6.08,6.11,3.62,Surat,VS2,H,Very Good
10488,3004,0.72,62.3,56.0,5.77,5.79,3.6,Surat,SI1,F,Ideal
10489,7964,1.01,61.9,59.0,6.45,6.41,3.98,Tel Aviv,VVS2,G,Premium
10490,2751,1.02,64.3,63.0,6.28,6.23,4.02,Dubai,I1,H,Good
10491,2770,0.73,60.7,58.0,5.87,5.82,3.55,Las Vegas,VS2,G,Premium
10492,12111,1.21,61.7,56.0,6.82,6.85,4.22,Kimberly,VS1,E,Ideal
10493,2904,0.79,63.0,54.0,5.91,5.94,3.73,Surat,SI1,F,Very Good
10494,9789,1.52,61.5,60.0,7.44,7.39,4.56,Surat,SI2,D,Premium
10495,16499,2.01,61.5,60.0,8.12,8.01,4.96,Amsterdam,SI1,I,Premium
10496,5828,0.9,60.8,57.0,6.22,6.24,3.79,New York City,VS2,F,Ideal
10497,1342,0.6,62.2,58.0,5.37,5.41,3.35,Surat,SI1,I,Ideal
10498,4969,1.01,61.3,59.0,6.44,6.47,3.96,Las Vegas,SI1,F,Very Good
10499,4668,1.16,61.7,56.0,6.76,6.7,4.15,Surat,SI1,I,Ideal
10500,5759,1.01,60.2,59.0,6.48,6.55,3.92,Dubai,VS2,G,Premium
10501,1234,0.51,55.5,64.0,5.44,5.4,3.01,Antwerp,VS1,H,Fair
10502,847,0.42,61.6,58.0,4.79,4.82,2.96,Surat,VS1,H,Premium
10503,575,0.25,62.7,59.0,4.01,4.03,2.52,Madrid,VVS2,E,Very Good
10504,967,0.32,60.0,61.0,4.5,4.46,2.69,Surat,IF,E,Premium
10505,855,0.4,63.8,54.0,4.72,4.68,3.0,Tel Aviv,VS2,I,Good
10506,11153,1.51,62.6,58.0,7.27,7.3,4.56,Paris,SI1,G,Premium
10507,2742,0.83,62.3,55.0,6.01,6.03,3.75,Kimberly,VS2,J,Ideal
10508,1439,0.41,62.1,55.0,4.76,4.81,2.97,Madrid,IF,F,Ideal
10509,5783,1.06,62.5,57.0,6.47,6.49,4.05,Surat,VS2,H,Very Good
10510,4545,0.9,63.3,55.0,6.18,6.12,3.89,Dubai,SI1,F,Very Good
10511,4073,0.93,62.7,61.0,6.24,6.14,3.88,Antwerp,VS2,I,Premium
10512,1736,0.7,63.2,61.0,5.57,5.48,3.49,Antwerp,I1,F,Very Good
10513,1192,0.41,61.2,56.0,4.8,4.78,2.93,Paris,VVS2,F,Ideal
10514,17894,1.58,62.6,56.0,7.41,7.44,4.65,Amsterdam,VS1,E,Ideal
10515,4197,1.01,64.3,59.0,6.33,6.26,4.05,Zurich,SI2,F,Good
10516,2147,0.55,62.4,59.0,5.2,5.22,3.25,Surat,VVS2,F,Very Good
10517,3769,1.02,59.2,59.0,6.57,6.54,3.88,London,SI2,H,Premium
10518,3321,0.71,61.2,57.0,5.73,5.77,3.52,Paris,VS2,D,Ideal
10519,4242,1.01,61.9,60.0,6.43,6.4,3.97,Surat,SI2,H,Premium
10520,1106,0.4,61.0,55.0,4.77,4.81,2.92,Madrid,VVS2,E,Very Good
10521,1268,0.54,61.1,56.0,5.25,5.27,3.21,Surat,SI1,H,Ideal
10522,2311,0.72,62.2,57.0,5.75,5.72,3.57,Amsterdam,SI1,H,Premium
10523,1746,0.5,61.4,58.0,5.12,5.07,3.13,Las Vegas,VS2,E,Premium
10524,2434,0.73,61.0,57.0,5.81,5.87,3.56,London,SI2,E,Ideal
10525,5211,1.2,63.9,56.0,6.62,6.69,4.25,Dubai,SI1,I,Good
10526,684,0.3,63.5,56.0,4.29,4.34,2.74,Kimberly,VVS2,G,Good
10527,2632,0.59,59.9,63.0,5.44,5.47,3.27,Amsterdam,IF,F,Very Good
10528,2946,0.77,61.5,56.0,5.9,5.93,3.64,Zurich,SI1,I,Ideal
10529,3154,0.7,63.6,57.0,5.61,5.65,3.58,Surat,VS1,E,Very Good
10530,4788,1.14,63.5,56.0,6.62,6.58,4.19,Luxembourg,SI1,I,Very Good
10531,998,0.38,60.9,58.0,4.71,4.68,2.86,Kimberly,VS1,F,Premium
10532,1369,0.57,60.5,57.0,5.4,5.37,3.26,Dubai,SI1,G,Ideal
10533,4452,1.06,61.9,57.0,6.61,6.51,4.06,Zurich,SI1,I,Premium
10534,636,0.4,58.3,62.0,4.81,4.86,2.82,Tel Aviv,SI1,G,Very Good
10535,3709,0.86,62.8,56.0,6.05,6.08,3.81,Paris,SI1,D,Ideal
10536,791,0.37,62.5,58.0,4.57,4.52,2.84,Antwerp,SI1,F,Premium
10537,524,0.3,61.4,55.0,4.32,4.37,2.67,Dubai,VS2,F,Very Good
10538,12773,1.65,62.0,58.0,7.56,7.66,4.72,Paris,VS1,H,Very Good
10539,904,0.41,61.1,62.0,4.83,4.76,2.93,Tel Aviv,SI1,E,Premium
10540,1708,0.67,60.7,61.4,5.6,5.64,3.41,Madrid,VS2,I,Good
10541,16129,1.51,59.5,59.0,7.48,7.54,4.47,Tel Aviv,VS1,E,Very Good
10542,2479,0.77,62.4,56.0,5.89,5.85,3.66,Kimberly,VS2,H,Ideal
10543,1699,0.52,61.0,56.0,5.15,5.23,3.17,Surat,VS1,H,Ideal
10544,1896,0.76,62.9,54.0,5.82,5.85,3.67,Zurich,SI1,J,Ideal
10545,8377,1.22,62.7,58.0,6.8,6.72,4.24,Zurich,VS2,G,Very Good
10546,4503,1.03,62.4,59.0,6.38,6.45,4.0,Las Vegas,SI2,F,Very Good
10547,2185,0.51,62.1,57.0,5.18,5.15,3.21,Kimberly,VVS2,E,Premium
10548,11843,1.69,61.8,53.0,7.68,7.71,4.75,Surat,SI1,G,Ideal
10549,4155,1.0,59.7,64.0,6.51,6.45,3.87,Paris,VS2,I,Good
10550,1235,0.42,62.7,58.0,4.79,4.74,2.99,Dubai,VVS1,G,Premium
10551,2317,0.51,62.4,55.0,5.08,5.12,3.18,Zurich,VVS1,E,Ideal
10552,2776,0.72,59.7,60.5,5.8,5.84,3.47,Madrid,VS2,G,Good
10553,3669,1.12,64.6,57.0,6.5,6.47,4.19,Luxembourg,SI2,I,Fair
10554,2327,0.74,62.3,57.0,5.76,5.79,3.6,Kimberly,SI1,I,Ideal
10555,769,0.26,61.4,56.0,4.15,4.12,2.54,Antwerp,VVS2,D,Ideal
10556,450,0.33,59.6,61.0,4.53,4.49,2.69,Antwerp,VS2,J,Premium
10557,1867,0.53,61.9,54.0,5.2,5.23,3.23,Kimberly,VVS2,G,Ideal
10558,7785,1.01,61.1,61.0,6.46,6.4,3.93,Las Vegas,VS1,D,Premium
10559,4955,1.12,62.2,55.0,6.68,6.64,4.14,London,SI2,G,Ideal
10560,8339,1.01,64.1,55.0,6.29,6.38,4.06,Dubai,VS1,D,Good
10561,6597,1.02,63.3,59.0,6.4,6.37,4.04,Kimberly,VS2,F,Very Good
10562,15729,2.01,64.8,55.0,7.91,7.87,5.12,Dubai,VS2,I,Ideal
10563,3924,1.04,63.2,58.6,6.35,6.39,4.03,London,SI2,J,Very Good
10564,3175,0.9,61.9,61.0,6.13,6.06,3.77,Tel Aviv,SI2,G,Premium
10565,4228,0.86,60.6,56.0,6.16,6.18,3.74,Luxembourg,SI1,E,Ideal
10566,7948,1.25,61.2,57.0,6.95,6.91,4.24,Paris,VS2,G,Premium
10567,1999,0.7,61.5,66.0,5.55,5.6,3.43,Madrid,SI2,G,Fair
10568,2333,0.7,62.3,60.0,5.65,5.61,3.51,Madrid,VS1,H,Premium
10569,525,0.38,62.0,54.0,4.67,4.71,2.91,London,SI1,J,Ideal
10570,1190,0.42,60.9,55.0,4.87,4.89,2.97,Kimberly,VS2,H,Very Good
10571,596,0.34,61.3,58.0,4.51,4.53,2.77,Antwerp,VS2,G,Premium
10572,5236,1.06,60.0,58.0,6.65,6.61,3.98,Dubai,VS1,H,Premium
10573,2949,0.99,58.0,67.0,6.57,6.5,3.79,Paris,SI1,J,Fair
10574,1231,0.41,60.9,56.0,4.84,4.78,2.93,Zurich,VVS2,E,Premium
10575,726,0.36,60.6,58.0,4.58,4.6,2.78,Dubai,VVS2,H,Premium
10576,9199,1.63,61.9,60.0,7.51,7.55,4.66,New York City,SI1,I,Very Good
10577,513,0.23,61.8,60.0,3.95,3.91,2.43,Antwerp,VS1,E,Premium
10578,462,0.31,61.9,56.0,4.34,4.38,2.7,Paris,SI1,G,Very Good
10579,886,0.3,62.1,55.0,4.32,4.35,2.69,Kimberly,IF,F,Ideal
10580,759,0.31,62.4,54.0,4.31,4.34,2.7,Kimberly,VVS1,G,Ideal
10581,1179,0.46,61.4,59.7,4.94,4.97,3.05,Tel Aviv,VS1,G,Very Good
10582,2682,0.76,62.2,57.0,5.83,5.85,3.63,Paris,SI2,D,Ideal
10583,540,0.3,61.3,61.0,4.27,4.25,2.61,Surat,SI1,H,Premium
10584,475,0.3,62.5,57.0,4.3,4.31,2.69,Kimberly,SI1,F,Ideal
10585,506,0.3,58.1,61.0,4.47,4.41,2.58,Dubai,SI2,G,Premium
10586,14477,2.04,62.5,52.0,8.02,8.17,5.06,Kimberly,SI2,I,Very Good
10587,1944,0.54,60.9,59.0,5.28,5.26,3.21,Surat,VVS2,I,Premium
10588,933,0.3,61.8,55.0,4.33,4.35,2.68,Surat,VVS1,D,Ideal
10589,2695,0.71,63.0,56.0,5.63,5.68,3.56,Madrid,VVS2,H,Very Good
10590,816,0.31,61.9,55.0,4.3,4.36,2.68,Surat,VVS1,G,Ideal
10591,8736,1.5,63.8,59.0,7.21,7.11,4.57,Surat,SI1,I,Good
